age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,pdays_contacted_before,pdays_clean,score
57,technician,married,professional.course,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no,0,-1,0.6219466732018906
38,blue-collar,divorced,unknown,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,yes,0,-1,0.6218856625732684
38,blue-collar,divorced,unknown,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0,-1,0.6218856625732684
29,admin.,single,high.school,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.6213825760402938
38,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,-1,0.6212810516177337
38,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,0,-1,0.6212810516177337
34,technician,single,university.degree,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes,0,-1,0.6212582810827645
60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,0,-1,0.6206885773317677
60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0,-1,0.6206885773317677
28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,0,-1,0.6201563409404672
28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,0,-1,0.6201563409404672
42,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.62
27,services,married,high.school,unknown,no,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,yes,0,-1,0.62
38,self-employed,single,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0,-1,0.62
43,technician,single,university.degree,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes,0,-1,0.62
34,admin.,single,university.degree,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.62
38,admin.,single,university.degree,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,yes,0,-1,0.62
34,technician,married,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.62
37,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.62
51,admin.,married,basic.9y,unknown,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,0,-1,0.62
38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,0,-1,0.62
30,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes,0,-1,0.62
35,technician,married,unknown,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,0,-1,0.62
32,blue-collar,single,high.school,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,0,-1,0.62
44,blue-collar,divorced,unknown,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,yes,0,-1,0.62
34,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,yes,0,-1,0.62
39,admin.,married,high.school,no,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,0,-1,0.62
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.62
34,admin.,married,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,0,-1,0.62
27,admin.,single,university.degree,no,yes,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,0,-1,0.62
50,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,0,-1,0.62
26,technician,single,high.school,no,yes,yes,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.62
35,admin.,married,high.school,unknown,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.62
33,management,married,professional.course,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,0,-1,0.62
41,technician,divorced,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,0,-1,0.62
46,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes,0,-1,0.62
25,admin.,single,high.school,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,0,-1,0.62
39,technician,married,high.school,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,0,-1,0.62
48,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,yes,0,-1,0.62
37,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,0,-1,0.62
48,services,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.62
22,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,0,-1,0.62
41,admin.,married,university.degree,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,0,-1,0.62
31,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,0,-1,0.6196929177306292
37,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,0,-1,0.6194957212713936
43,management,married,basic.6y,no,no,no,cellular,apr,wed,1,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,yes,0,-1,0.6191427860206727
43,management,married,basic.6y,no,no,no,cellular,apr,wed,1,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,no,0,-1,0.6191427860206727
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,-1,0.6189290277022337
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,0,-1,0.6189290277022337
38,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,0,-1,0.6188875604074946
38,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,-1,0.6188875604074946
31,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes,0,-1,0.618711254531375
31,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no,0,-1,0.618711254531375
30,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,yes,0,-1,0.6183248614236004
30,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,0,-1,0.6183248614236004
36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.6181688239579018
36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,-1,0.6181688239579018
33,services,married,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,yes,0,-1,0.617694247009929
33,services,married,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,0,-1,0.617694247009929
31,services,married,basic.9y,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no,0,-1,0.6175248561601333
31,services,married,basic.9y,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,0,-1,0.6175248561601333
31,admin.,divorced,high.school,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,0,-1,0.6175
46,admin.,married,university.degree,no,yes,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,0,-1,0.6175
38,admin.,married,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.6175
45,blue-collar,married,unknown,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,yes,0,-1,0.6175
42,technician,married,basic.9y,no,yes,no,telephone,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,0,-1,0.6175
40,management,single,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes,0,-1,0.6175
42,admin.,married,high.school,no,unknown,unknown,cellular,may,thu,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,yes,0,-1,0.6175
39,technician,single,professional.course,unknown,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,0,-1,0.6175
44,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.6175
49,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,0,-1,0.6175
58,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0,-1,0.6175
45,technician,married,university.degree,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,0,-1,0.6175
30,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes,0,-1,0.6175
41,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,yes,0,-1,0.6175
43,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes,0,-1,0.6175
35,admin.,single,high.school,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,0,-1,0.6175
30,technician,single,professional.course,no,yes,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,0,-1,0.6175
36,blue-collar,married,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,0,-1,0.6175
34,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0,-1,0.6175
55,technician,married,professional.course,no,no,no,cellular,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,0,-1,0.6175
41,management,married,unknown,unknown,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes,0,-1,0.6175
34,admin.,married,university.degree,no,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,0,-1,0.6175
45,admin.,married,high.school,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,0,-1,0.6175
24,entrepreneur,single,university.degree,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,0,-1,0.6175
42,admin.,married,university.degree,no,yes,no,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes,0,-1,0.6175
35,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,0,-1,0.6175
50,technician,married,university.degree,no,unknown,unknown,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,0,-1,0.6175
26,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,0,-1,0.6175
55,technician,divorced,professional.course,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,0,-1,0.6175
30,student,single,university.degree,no,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,0,-1,0.6168187236747993
36,admin.,single,university.degree,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,0,-1,0.6167879718642877
36,admin.,single,university.degree,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,-1,0.6167879718642877
45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0,-1,0.6166503107884418
45,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes,0,-1,0.6166503107884418
23,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,0,-1,0.6158051686239474
23,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0,-1,0.6158051686239474
34,admin.,married,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,0,-1,0.6152254249900451
34,admin.,married,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,-1,0.6152254249900451
30,admin.,married,high.school,unknown,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,0,-1,0.615
28,admin.,married,university.degree,no,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,0,-1,0.615
34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0,-1,0.615
30,services,divorced,basic.9y,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,0,-1,0.615
30,self-employed,single,university.degree,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,0,-1,0.615
29,technician,married,professional.course,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes,0,-1,0.615
52,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.615
35,management,married,university.degree,no,yes,no,cellular,nov,fri,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,0,-1,0.615
36,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,0,-1,0.615
32,entrepreneur,married,university.degree,no,unknown,unknown,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.615
43,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,0,-1,0.615
45,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.615
30,technician,single,professional.course,no,no,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,yes,0,-1,0.615
57,retired,married,university.degree,no,yes,yes,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes,0,-1,0.615
26,admin.,single,basic.9y,no,yes,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.615
33,admin.,married,university.degree,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,0,-1,0.615
31,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,0,-1,0.615
31,blue-collar,single,high.school,no,no,no,telephone,jul,tue,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,0,-1,0.615
44,admin.,single,basic.9y,no,yes,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,0,-1,0.615
31,admin.,single,basic.9y,no,no,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.615
31,technician,married,university.degree,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes,0,-1,0.615
30,admin.,single,university.degree,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,0,-1,0.615
33,technician,married,professional.course,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0,-1,0.614883112415049
33,technician,married,professional.course,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,0,-1,0.614883112415049
30,self-employed,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0,-1,0.6145732087747215
35,admin.,single,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,yes,0,-1,0.6145243188797656
27,services,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0,-1,0.6135103240650605
27,services,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,0,-1,0.6135103240650605
38,technician,single,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0,-1,0.6130439206347917
38,technician,single,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,0,-1,0.6130439206347917
43,management,married,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.6125
41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,0,-1,0.6125
37,unemployed,married,professional.course,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,0,-1,0.6125
27,admin.,married,university.degree,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.6125
50,management,divorced,university.degree,unknown,no,no,telephone,apr,mon,6,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,yes,0,-1,0.6125
26,technician,single,university.degree,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,0,-1,0.6125
41,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,0,-1,0.6125
57,management,married,university.degree,no,yes,yes,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,yes,0,-1,0.6125
56,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes,0,-1,0.6125
45,admin.,divorced,university.degree,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,yes,0,-1,0.6125
39,admin.,single,unknown,no,no,no,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,yes,0,-1,0.6125
49,admin.,married,university.degree,no,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,0,-1,0.6125
58,retired,divorced,high.school,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,0,-1,0.6125
49,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes,0,-1,0.6125
47,blue-collar,married,high.school,no,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.6125
31,management,married,university.degree,no,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes,0,-1,0.6125
26,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,0,-1,0.6125
53,technician,married,professional.course,unknown,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,0,-1,0.6125
33,services,married,high.school,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,0,-1,0.6125
33,management,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,0,-1,0.6125
42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,0,-1,0.6123151115182687
42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0,-1,0.6123151115182687
33,technician,married,professional.course,no,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,0,-1,0.6122257089443527
32,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes,0,-1,0.6122140550645819
26,student,single,basic.9y,no,no,no,telephone,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes,0,-1,0.6116424486783282
26,student,single,basic.9y,no,no,no,telephone,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no,0,-1,0.6116424486783282
44,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,0,-1,0.6112582810827645
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,0,-1,0.6110289577486353
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes,0,-1,0.6110289577486353
56,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,0,-1,0.6108996991885041
56,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes,0,-1,0.6108996991885041
63,retired,married,high.school,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no,0,-1,0.6107083672087931
63,retired,married,high.school,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,yes,0,-1,0.6107083672087931
34,admin.,married,university.degree,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,0,-1,0.6104776664615358
34,admin.,married,university.degree,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0,-1,0.6104776664615358
34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no,0,-1,0.610262854120464
34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,0,-1,0.610262854120464
32,admin.,married,high.school,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,0,-1,0.61
34,entrepreneur,married,university.degree,no,yes,yes,telephone,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.61
43,services,married,basic.6y,unknown,unknown,unknown,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.61
33,technician,married,high.school,no,yes,no,cellular,jul,fri,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,0,-1,0.61
31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,0,-1,0.61
35,technician,single,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,yes,0,-1,0.61
55,technician,married,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,0,-1,0.61
55,retired,married,university.degree,unknown,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,0,-1,0.61
38,services,single,high.school,unknown,no,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,0,-1,0.61
52,services,married,high.school,unknown,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes,0,-1,0.61
36,admin.,married,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,0,-1,0.61
