StockCode,Description,Ma_cum,Ten_cum
84472,PINK AND LILAC QUILTED THROW ,0,Hàng giá trị cao - ổn định
84482,BUTTONS DESIGN JEWELLERY BOX,4,Hàng bán chậm - ít khách
84493,BLUE/PINK NEST STRIPE BOX,1,Hàng giá rẻ - số lượng lớn
84497,BUTTONS AND STRIPES NOTEBOOK ,4,Hàng bán chậm - ít khách
84499,BLACK FLOWER CANDLE PLATE,1,Hàng giá rẻ - số lượng lớn
84507B,STRIPES DESIGN MONKEY DOLL,1,Hàng giá rẻ - số lượng lớn
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,0,Hàng giá trị cao - ổn định
84508A,CAMOUFLAGE DESIGN TEDDY,1,Hàng giá rẻ - số lượng lớn
84508B,STRIPES DESIGN TEDDY,0,Hàng giá trị cao - ổn định
84508C,BLUE CIRCLES DESIGN TEDDY,4,Hàng bán chậm - ít khách
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,0,Hàng giá trị cao - ổn định
84509B,SET OF 4 FAIRY CAKE PLACEMATS,0,Hàng giá trị cao - ổn định
84509C,SET OF 4 POLKADOT PLACEMATS ,0,Hàng giá trị cao - ổn định
84509E,SET OF 4 CAROUSEL PLACEMATS ,4,Hàng bán chậm - ít khách
84509F,SET OF 4 NEW ENGLAND PLACEMATS,1,Hàng giá rẻ - số lượng lớn
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,0,Hàng giá trị cao - ổn định
84510A,SET OF 4 ENGLISH ROSE COASTERS,3,Hàng chủ lực - bán chạy đều
84510B,SET OF 4 FAIRY CAKES COASTERS ,1,Hàng giá rẻ - số lượng lớn
84510C,SET OF 4 POLKADOT COASTERS,0,Hàng giá trị cao - ổn định
84510E,SET OF 4 GREEN CAROUSEL COASTERS,4,Hàng bán chậm - ít khách
84510F,SET OF 4 NEW ENGLAND COASTERS ,1,Hàng giá rẻ - số lượng lớn
84519A,TOMATO CHARLIE+LOLA COASTER SET,0,Hàng giá trị cao - ổn định
84519B,CARROT CHARLIE+LOLA COASTER SET,0,Hàng giá trị cao - ổn định
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,3,Hàng chủ lực - bán chạy đều
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,1,Hàng giá rẻ - số lượng lớn
84522,PINK PARTY SUNGLASSES,1,Hàng giá rẻ - số lượng lớn
84526,GIANT BLACK SUNGLASSES,1,Hàng giá rẻ - số lượng lớn
84527,FLAMES SUNGLASSES PINK LENSES,4,Hàng bán chậm - ít khách
84529A,PINK KNITTED KIDS RUCKSACK,4,Hàng bán chậm - ít khách
84529B,BLUE KNITTED KID'S RUCKSACK,4,Hàng bán chậm - ít khách
84529C,YELLOW KNITTED KIDS RUCKSACK,2,Hàng ngách - khách quen mua lại
84531A,PINK KNITTED EGG COSY,4,Hàng bán chậm - ít khách
84531B,BLUE KNITTED EGG COSY,4,Hàng bán chậm - ít khách
84532B,FAIRY CAKES RECTANGLUAR BOXES,4,Hàng bán chậm - ít khách
84533B,FAIRY CAKES ROUND NESTING BOXES,4,Hàng bán chậm - ít khách
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,0,Hàng giá trị cao - ổn định
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,1,Hàng giá rẻ - số lượng lớn
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,3,Hàng chủ lực - bán chạy đều
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,3,Hàng chủ lực - bán chạy đều
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,3,Hàng chủ lực - bán chạy đều
84537B,FAIRY CAKES GIFT BAG,4,Hàng bán chậm - ít khách
84539,KNITTED RABBIT DOLL ,4,Hàng bán chậm - ít khách
84548,CROCHET BEAR RED/BLUE  KEYRING,4,Hàng bán chậm - ít khách
84549,CROCHET WHITE RABBIT KEYRING ,4,Hàng bán chậm - ít khách
84550,CROCHET LILAC/RED BEAR KEYRING,4,Hàng bán chậm - ít khách
84551,CROCHET DOG KEYRING,4,Hàng bán chậm - ít khách
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,4,Hàng bán chậm - ít khách
84558A,3D DOG PICTURE PLAYING CARDS,0,Hàng giá trị cao - ổn định
84559A,3D SHEET OF DOG STICKERS,3,Hàng chủ lực - bán chạy đều
84559B,3D SHEET OF CAT STICKERS,0,Hàng giá trị cao - ổn định
84559D,3D SHEET OF SEA WORLD STICKERS,4,Hàng bán chậm - ít khách
84562A,PINK/WHITE RIBBED MELAMINE JUG,0,Hàng giá trị cao - ổn định
84562B,BLUE/WHITE RIBBED MELAMINE JUG,4,Hàng bán chậm - ít khách
84563A,PINK & WHITE BREAKFAST TRAY,0,Hàng giá trị cao - ổn định
84563B,BLUE & WHITE BREAKFAST TRAY,0,Hàng giá trị cao - ổn định
84564,6 SEGMENT COLOURED SNACK BOWL ,4,Hàng bán chậm - ít khách
84568,GIRLS ALPHABET IRON ON PATCHES ,3,Hàng chủ lực - bán chạy đều
84569A,PACK 3 IRON ON DOG PATCHES,0,Hàng giá trị cao - ổn định
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,0,Hàng giá trị cao - ổn định
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,0,Hàng giá trị cao - ổn định
84569D,PACK 6 HEART/ICE-CREAM PATCHES,0,Hàng giá trị cao - ổn định
84575A,PINK DOG CANNISTER,4,Hàng bán chậm - ít khách
84576,BLUE CAT BISCUIT BARREL PINK HEART,4,Hàng bán chậm - ít khách
84578,ELEPHANT TOY WITH BLUE T-SHIRT,0,Hàng giá trị cao - ổn định
84580,MOUSE TOY WITH PINK T-SHIRT,0,Hàng giá trị cao - ổn định
84581,DOG TOY WITH PINK CROCHET SKIRT,0,Hàng giá trị cao - ổn định
84582,PINK CROCHET CAT WITH SCARF,4,Hàng bán chậm - ít khách
84584,PINK GINGHAM CAT WITH SCARF,0,Hàng giá trị cao - ổn định
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",4,Hàng bán chậm - ít khách
84592,CROCHET ROSE PURSE WITH SUEDE BACK,4,Hàng bán chậm - ít khách
84593,CROCHET ROSE DES CLOTHES HANGER,4,Hàng bán chậm - ít khách
84595B,LARGE TRIFLE DESIGN L BLUE BOWL,1,Hàng giá rẻ - số lượng lớn
84595E,LARGE TORTILLA DESIGN RED BOWL,1,Hàng giá rẻ - số lượng lớn
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3,Hàng chủ lực - bán chạy đều
84596E,SMALL LICORICE DES PINK BOWL,0,Hàng giá trị cao - ổn định
84596F,SMALL MARSHMALLOWS PINK BOWL,3,Hàng chủ lực - bán chạy đều
84596G,SMALL CHOCOLATES PINK BOWL,3,Hàng chủ lực - bán chạy đều
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,4,Hàng bán chậm - ít khách
84596J,MIXED NUTS LIGHT GREEN BOWL,0,Hàng giá trị cao - ổn định
84596K,JELLY BABIES YELLOW SMALL BOWL,0,Hàng giá trị cao - ổn định
84596L,BISCUITS SMALL BOWL LIGHT BLUE,3,Hàng chủ lực - bán chạy đều
84597B,RETRO BROWN BALL ASHTRAY ,4,Hàng bán chậm - ít khách
84597C,RETRO PINK BALL ASHTRAY ,1,Hàng giá rẻ - số lượng lớn
84598,BOYS ALPHABET IRON ON PATCHES,3,Hàng chủ lực - bán chạy đều
84599,CANDY STRIPE ROSE FLOOR CUSHION,4,Hàng bán chậm - ít khách
84600,NEW BAROQUE JEWELLERY BOX ,0,Hàng giá trị cao - ổn định
84601A,NEW BAROQUE IVORY CUSHION COVER ,1,Hàng giá rẻ - số lượng lớn
84609,TALL ROCOCO CANDLE HOLDER,0,Hàng giá trị cao - ổn định
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,4,Hàng bán chậm - ít khách
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,4,Hàng bán chậm - ít khách
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,4,Hàng bán chậm - ít khách
84615,PINK ROUND BUTTERFLY MIRROR ,1,Hàng giá rẻ - số lượng lớn
84616,SILVER ROCCOCO CHANDELIER,4,Hàng bán chậm - ít khách
84617,NEW BAROQUE BLACK BOXES,4,Hàng bán chậm - ít khách
84619,BLUE GINGHAM ROSE QUILT ,0,Hàng giá trị cao - ổn định
84620,BLUE GINGHAM ROSE CUSHION COVER,0,Hàng giá trị cao - ổn định
84621,BLUE GINGHAM ROSE FLOOR CUSHION ,4,Hàng bán chậm - ít khách
84622,PINK GINGHAM ROSE CUSHION COVER,4,Hàng bán chậm - ít khách
84623,PINK GINGHAM ROSE FLOOR CUSHION,4,Hàng bán chậm - ít khách
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,0,Hàng giá trị cao - ổn định
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,4,Hàng bán chậm - ít khách
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,1,Hàng giá rẻ - số lượng lớn
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,1,Hàng giá rẻ - số lượng lớn
84627,CANDY STRIPE ROSE C/COVER ,4,Hàng bán chậm - ít khách
84629,WHITE 3 FRAME BIRDS AND TREE ,4,Hàng bán chậm - ít khách
84631,FRUIT TREE AND BIRDS WALL PLAQUE,0,Hàng giá trị cao - ổn định
84632,DECORATIVE HANGING SHELVING UNIT,4,Hàng bán chậm - ít khách
84637,KITCHEN FLOWER POTS WALL PLAQUE,0,Hàng giá trị cao - ổn định
84638,SMALL KITCHEN FLOWER POTS PLAQUE,0,Hàng giá trị cao - ổn định
84653,GREEN ROSE QUILT ,4,Hàng bán chậm - ít khách
84656,WHITE ROSE C/COVER,4,Hàng bán chậm - ít khách
84657,GREEN ROSE CUSHION COVER,1,Hàng giá rẻ - số lượng lớn
84658,WHITE STITCHED CUSHION COVER,0,Hàng giá trị cao - ổn định
84659A,WHITE TRAVEL ALARM CLOCK,0,Hàng giá trị cao - ổn định
84660A,WHITE STITCHED WALL CLOCK,1,Hàng giá rẻ - số lượng lớn
84660B,BLACK STITCHED WALL CLOCK,1,Hàng giá rẻ - số lượng lớn
84660C,PINK STITCHED WALL CLOCK,0,Hàng giá trị cao - ổn định
84661A,WHITE SQUARE TABLE CLOCK,4,Hàng bán chậm - ít khách
84661B,BLACK SQUARE TABLE CLOCK,0,Hàng giá trị cao - ổn định
84661C,PINK SQUARE TABLE CLOCK,4,Hàng bán chậm - ít khách
84663A,GRASS HOPPER WOODEN WALL CLOCK ,0,Hàng giá trị cao - ổn định
84664,CHERRY BLOSSOM BATHROOM CABINET,0,Hàng giá trị cao - ổn định
84665,SQUARE CHERRY BLOSSOM CABINET,0,Hàng giá trị cao - ổn định
84666,SQUARE CHERRY BLOSSOM CABINET,0,Hàng giá trị cao - ổn định
84670,JAPANESE CROCHETED ANIMAL,1,Hàng giá rẻ - số lượng lớn
84671B,CROCHET BEAR WITH BLUE STRIPES,4,Hàng bán chậm - ít khách
84673A,PINK FLY SWAT,1,Hàng giá rẻ - số lượng lớn
84673B,BLUE FLY SWAT,0,Hàng giá trị cao - ổn định
84674,FLYING PIG WATERING CAN,0,Hàng giá trị cao - ổn định
84675,FROG KING WATERING CAN,0,Hàng giá trị cao - ổn định
84676,BATH DUCK WATERING CAN,0,Hàng giá trị cao - ổn định
84678,CLASSICAL ROSE SMALL VASE,0,Hàng giá trị cao - ổn định
84680,CLASSICAL ROSE URN,4,Hàng bán chậm - ít khách
84682,CLASSICAL ROSE DISH,0,Hàng giá trị cao - ổn định
84683,CLASSICAL ROSE CANDLESTAND,1,Hàng giá rẻ - số lượng lớn
84684,BEACH HUT PHOTO FRAME,1,Hàng giá rẻ - số lượng lớn
84685,BEACH HUT KEY CABINET,0,Hàng giá trị cao - ổn định
84686,BEACH HUT MIRROR,0,Hàng giá trị cao - ổn định
84687,BEACH HUT SHELF W 3 DRAWERS,0,Hàng giá trị cao - ổn định
84688,BEACH HUT DESIGN BLACKBOARD,0,Hàng giá trị cao - ổn định
84689,S/2 BEACH HUT TREASURE CHESTS,0,Hàng giá trị cao - ổn định
84690,S/2 BEACH HUT STOOLS,4,Hàng bán chậm - ít khách
84691,PACK 20 DOLLY PEGS,3,Hàng chủ lực - bán chạy đều
84692,BOX OF 24 COCKTAIL PARASOLS,3,Hàng chủ lực - bán chạy đều
84705A,ENGLISH ROSE PHOTO FRAME ,4,Hàng bán chậm - ít khách
84705B,FAIRY CAKES PHOTO FRAME,4,Hàng bán chậm - ít khách
84705C,PINK FLOCK PHOTO FRAME ,1,Hàng giá rẻ - số lượng lớn
84705D,CHERRY BLOSSOM PHOTO FRAME ,2,Hàng ngách - khách quen mua lại
84705F,RED PEONY PHOTO FRAME ,4,Hàng bán chậm - ít khách
84706A,ENGLISH ROSE TABLE CLOCK,1,Hàng giá rẻ - số lượng lớn
84706B,FAIRY CAKES TABLE CLOCK,4,Hàng bán chậm - ít khách
84706D,CHERRY BLOSSOM TABLE CLOCK ,1,Hàng giá rẻ - số lượng lớn
84706F,RED PEONY TABLE CLOCK,4,Hàng bán chậm - ít khách
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,0,Hàng giá trị cao - ổn định
84707B,PINK JEWELLED MIRROR TRINKET TRAY,4,Hàng bán chậm - ít khách
84708B,PINK JEWELLED PHOTO FRAME ,0,Hàng giá trị cao - ổn định
84709A,SILVER OVAL JEWELLED MIRROR,4,Hàng bán chậm - ít khách
84709B,PINK OVAL JEWELLED MIRROR,0,Hàng giá trị cao - ổn định
84711A,SILVER OVAL SHAPE TRINKET BOX,4,Hàng bán chậm - ít khách
84711B,PINK OVAL SHAPE TRINKET BOX,4,Hàng bán chậm - ít khách
84712B,PINK JEWELLED PHOTO FRAME,0,Hàng giá trị cao - ổn định
84715,SET OF 6 ICE CREAM SKITTLES,0,Hàng giá trị cao - ổn định
84723,CHERRY BLOSSOM CANVAS ART PICTURE,4,Hàng bán chậm - ít khách
84725,FREESTYLE CANVAS ART PICTURE,4,Hàng bán chậm - ít khách
84726,LILLIES CANVAS PICTURE,1,Hàng giá rẻ - số lượng lớn
84732B,CUTE BIRD CEATURE SCREEN,4,Hàng bán chậm - ít khách
84732D,CUTE RABBIT CEATURE SCREEN ,4,Hàng bán chậm - ít khách
84741C,CITRUS GARLAND FELT FLOWERS ,4,Hàng bán chậm - ít khách
84743C,ORANGE FELT VASE + FLOWERS,4,Hàng bán chậm - ít khách
84744,S/6 SEW ON CROCHET FLOWERS,4,Hàng bán chậm - ít khách
84745A,PINK HANGING GINGHAM EASTER HEN,4,Hàng bán chậm - ít khách
84745B,BLUE HANGING GINGHAM EASTER HEN,4,Hàng bán chậm - ít khách
84746,PINK EASTER HENS+FLOWER,4,Hàng bán chậm - ít khách
84748,FOLK FELT HANGING MULTICOL GARLAND,1,Hàng giá rẻ - số lượng lớn
84750A,PINK SMALL GLASS CAKE STAND,0,Hàng giá trị cao - ổn định
84750B,BLACK SMALL GLASS CAKE STAND,0,Hàng giá trị cao - ổn định
84751B,BLACK MEDIUM GLASS CAKE STAND,4,Hàng bán chậm - ít khách
84753A,PINK EAU DE COLOGNE BOTTLE,4,Hàng bán chậm - ít khách
84754,S/15 SILVER GLASS BAUBLES IN BAG,3,Hàng chủ lực - bán chạy đều
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,3,Hàng chủ lực - bán chạy đều
84760S,SMALL HANGING GLASS+ZINC LANTERN,4,Hàng bán chậm - ít khách
84761,IVORY HANGING BIRD PLANTER ,0,Hàng giá trị cao - ổn định
84762A,WHITE PICNIC BARBECUE BUCKET,4,Hàng bán chậm - ít khách
84762B,PINK PICNIC BARBECUE BUCKET,0,Hàng giá trị cao - ổn định
84762C,GREEN PICNIC BARBECUE BUCKET,4,Hàng bán chậm - ít khách
84763,ZINC FINISH 15CM PLANTER POTS,3,Hàng chủ lực - bán chạy đều
84765,SILVER ROCOCO CANDELABRA,4,Hàng bán chậm - ít khách
84766,SILVER ROCOCO CANDLE STICK,4,Hàng bán chậm - ít khách
84767,ZINC POLICE BOX LANTERN,1,Hàng giá rẻ - số lượng lớn
84770,ROUND GEORGIAN SILVER MIRROR,4,Hàng bán chậm - ít khách
84773,RED ROSE AND LACE C/COVER,0,Hàng giá trị cao - ổn định
84782A,PINK 3 TIER GLASS PLATE STAND,4,Hàng bán chậm - ít khách
84782B,BLACK 3 TIER GLASS PLATE STAND,4,Hàng bán chậm - ít khách
84782C,GREEN 3 TIER GLASS PLATE STAND,4,Hàng bán chậm - ít khách
84789,ENCHANTED BIRD PLANT CAGE,0,Hàng giá trị cao - ổn định
84791,GINGHAM HEART DECORATION,0,Hàng giá trị cao - ổn định
84792,ENCHANTED BIRD COATHANGER 5 HOOK,3,Hàng chủ lực - bán chạy đều
84795A,PASTEL STRIPE HAMMOCK ,0,Hàng giá trị cao - ổn định
84795B,SUNSET CHECK HAMMOCK,0,Hàng giá trị cao - ổn định
84795C,OCEAN STRIPE HAMMOCK ,0,Hàng giá trị cao - ổn định
84795D,SEASIDE STRIPE HAMMOCK,0,Hàng giá trị cao - ổn định
84795E,RIO PINK STRIPE HAMMOCK,4,Hàng bán chậm - ít khách
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,2,Hàng ngách - khách quen mua lại
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2,Hàng ngách - khách quen mua lại
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,0,Hàng giá trị cao - ổn định
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,0,Hàng giá trị cao - ổn định
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,1,Hàng giá rẻ - số lượng lớn
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,1,Hàng giá rẻ - số lượng lớn
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,1,Hàng giá rẻ - số lượng lớn
84800L,LARGE WHITE/PINK ROSE ART FLOWER,1,Hàng giá rẻ - số lượng lớn
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,1,Hàng giá rẻ - số lượng lớn
84800S,SMALL WHITE/PINK ROSE ART FLOWER,1,Hàng giá rẻ - số lượng lớn
84801A,PINK HYDRANGEA ART FLOWER,1,Hàng giá rẻ - số lượng lớn
84801B,WHITE HYDRANGEA ART FLOWER,1,Hàng giá rẻ - số lượng lớn
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,1,Hàng giá rẻ - số lượng lớn
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,1,Hàng giá rẻ - số lượng lớn
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,4,Hàng bán chậm - ít khách
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,4,Hàng bán chậm - ít khách
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,1,Hàng giá rẻ - số lượng lớn
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,1,Hàng giá rẻ - số lượng lớn
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,1,Hàng giá rẻ - số lượng lớn
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,1,Hàng giá rẻ - số lượng lớn
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,1,Hàng giá rẻ - số lượng lớn
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,1,Hàng giá rẻ - số lượng lớn
84807,RED POPPY ARTIFICIAL FLOWER,1,Hàng giá rẻ - số lượng lớn
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,1,Hàng giá rẻ - số lượng lớn
84809B,PINK CHRYSANTHEMUMS ART FLOWER,1,Hàng giá rẻ - số lượng lớn
84813,SET OF 4 DIAMOND NAPKIN RINGS,0,Hàng giá trị cao - ổn định
84815,SET OF 3 DANISH ROSE PLANTERS,1,Hàng giá rẻ - số lượng lớn
84816,DANISH ROSE BEDSIDE CABINET,4,Hàng bán chậm - ít khách
84817,DANISH ROSE DECORATIVE PLATE,1,Hàng giá rẻ - số lượng lớn
84818,DANISH ROSE PHOTO FRAME,3,Hàng chủ lực - bán chạy đều
84819,DANISH ROSE ROUND SEWING BOX,1,Hàng giá rẻ - số lượng lớn
84820,DANISH ROSE TRINKET TRAYS,0,Hàng giá trị cao - ổn định
84821,DANISH ROSE DELUXE COASTER,1,Hàng giá rẻ - số lượng lớn
84823,DANISH ROSE FOLDING CHAIR,0,Hàng giá trị cao - ổn định
84824,DANISH ROSE UMBRELLA STAND,4,Hàng bán chậm - ít khách
84826,ASSTD DESIGN 3D PAPER STICKERS,1,Hàng giá rẻ - số lượng lớn
84827,ASS DES PHONE SPONGE CRAFT STICKER,1,Hàng giá rẻ - số lượng lớn
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,3,Hàng chủ lực - bán chạy đều
84830,LARGE ENGLISH ARBORETUM,4,Hàng bán chậm - ít khách
84832,ZINC WILLIE WINKIE  CANDLE STICK,3,Hàng chủ lực - bán chạy đều
84836,ZINC METAL HEART DECORATION,3,Hàng chủ lực - bán chạy đều
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,0,Hàng giá trị cao - ổn định
84839,SWEETHEART KEY CABINET,0,Hàng giá trị cao - ổn định
84840,SWEETHEART CARRY-ALL BASKET,0,Hàng giá trị cao - ổn định
84842,HELLO SAILOR BATHROOM SET,1,Hàng giá rẻ - số lượng lớn
84843,WHITE SOAP RACK WITH 2 BOTTLES,0,Hàng giá trị cao - ổn định
84845C,CARNATION SQUARE HANDY TIN,4,Hàng bán chậm - ít khách
84845D,GERANIUM SQUARE HANDY TIN,4,Hàng bán chậm - ít khách
84846A,SCENTED CANDLE IN DIGITALIS TIN,0,Hàng giá trị cao - ổn định
84847,FLORAL BATHROOM SET,1,Hàng giá rẻ - số lượng lớn
84849A,HELLO SAILOR BLUE SOAP HOLDER,0,Hàng giá trị cao - ổn định
84849B,FAIRY SOAP SOAP HOLDER,3,Hàng chủ lực - bán chạy đều
84849D,HOT BATHS SOAP HOLDER,3,Hàng chủ lực - bán chạy đều
84854,GIRLY PINK TOOL SET,0,Hàng giá trị cao - ổn định
84855,BLOKEY SILVER TOOL SET,4,Hàng bán chậm - ít khách
84856L,LARGE TAHITI BEACH BAG,0,Hàng giá trị cao - ổn định
84856S,SMALL TAHITI BEACH BAG,1,Hàng giá rẻ - số lượng lớn
84857C,PINK MONTE CARLO HANDBAG,4,Hàng bán chậm - ít khách
84858A,NATURAL RIVIERA HANDBAG,4,Hàng bán chậm - ít khách
84858B,BLUE RIVIERA HANDBAG,1,Hàng giá rẻ - số lượng lớn
84858C,PINK RIVIERA HANDBAG,1,Hàng giá rẻ - số lượng lớn
84859A,SILVER DISCO HANDBAG,0,Hàng giá trị cao - ổn định
84859B,BLUE DISCO HANDBAG,1,Hàng giá rẻ - số lượng lớn
84859C,PINK DISCO HANDBAG,1,Hàng giá rẻ - số lượng lớn
84865,NEW BAROQUE BLACK PHOTO ALBUM,4,Hàng bán chậm - ít khách
84867A,PINK BABY GIRLS PHOTO ALBUM,4,Hàng bán chậm - ít khách
84869,CANDY BUTTON PHOTO ALBUM,1,Hàng giá rẻ - số lượng lớn
84870B,BLUE GEISHA GIRL ,4,Hàng bán chậm - ít khách
84870C,GREEN GEISHA GIRL ,4,Hàng bán chậm - ít khách
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,2,Hàng ngách - khách quen mua lại
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,Hàng ngách - khách quen mua lại
84874B,BLUE TRAVEL FIRST AID KIT,4,Hàng bán chậm - ít khách
84875A,PINK SQUARE COMPACT MIRROR,4,Hàng bán chậm - ít khách
84875B,GREEN SQUARE COMPACT MIRROR,1,Hàng giá rẻ - số lượng lớn
84875D,BLUE SQUARE COMPACT MIRROR,1,Hàng giá rẻ - số lượng lớn
84876B,GREEN HEART COMPACT MIRROR,1,Hàng giá rẻ - số lượng lớn
84876D,BLUE HEART COMPACT MIRROR,1,Hàng giá rẻ - số lượng lớn
84877A,PINK ROUND COMPACT MIRROR,4,Hàng bán chậm - ít khách
84877B,GREEN ROUND COMPACT MIRROR,2,Hàng ngách - khách quen mua lại
84877D,BLUE ROUND COMPACT MIRROR,2,Hàng ngách - khách quen mua lại
84879,ASSORTED COLOUR BIRD ORNAMENT,3,Hàng chủ lực - bán chạy đều
84880,WHITE WIRE EGG HOLDER,0,Hàng giá trị cao - ổn định
84881,BLUE WIRE SPIRAL CANDLE HOLDER,4,Hàng bán chậm - ít khách
84882,GREEN WIRE STANDING CANDLE HOLDER,4,Hàng bán chậm - ít khách
84884A,ANT WHITE WIRE HEART SPIRAL,3,Hàng chủ lực - bán chạy đều
84886,BLUE METAL WALL SHELF,4,Hàng bán chậm - ít khách
84891B,GREEN WIRE GOBLET CANDLEHOLDER,4,Hàng bán chậm - ít khách
84893,ANT WHITE IRON BASKET,4,Hàng bán chậm - ít khách
84898F,YELLOW FLOWERS FELT HANDBAG KIT,4,Hàng bán chậm - ít khách
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,4,Hàng bán chậm - ít khách
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,4,Hàng bán chậm - ít khách
84901,BLACK FACE LAMB WITH PANTS,4,Hàng bán chậm - ít khách
84902,PINK KNITTED COW STUFFED TOY,4,Hàng bán chậm - ít khách
84905,PINK BUTTERFLY CUSHION COVER ,2,Hàng ngách - khách quen mua lại
84906,PINK B'FLY C/COVER W BOBBLES,4,Hàng bán chậm - ít khách
84907,PINK YELLOW PATCH CUSHION COVER,1,Hàng giá rẻ - số lượng lớn
84908A,PINK 5 PATCH FLOWER CUSHION COVER ,2,Hàng ngách - khách quen mua lại
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,2,Hàng ngách - khách quen mua lại
84909A,PINK PAISLEY QUILT ,0,Hàng giá trị cao - ổn định
84910A,PINK PAISLEY CUSHION COVER ,0,Hàng giá trị cao - ổn định
84912A,PINK ROSE WASHBAG,3,Hàng chủ lực - bán chạy đều
84912B,GREEN ROSE WASHBAG,3,Hàng chủ lực - bán chạy đều
84913A,SOFT PINK ROSE TOWEL ,2,Hàng ngách - khách quen mua lại
84913B,MINT GREEN ROSE TOWEL,2,Hàng ngách - khách quen mua lại
84914A,PINK ROSE PICNIC RUG,4,Hàng bán chậm - ít khách
84915,HAND TOWEL PINK FLOWER AND DAISY,0,Hàng giá trị cao - ổn định
84916,HAND TOWEL PALE BLUE W FLOWERS,0,Hàng giá trị cao - ổn định
84917,WHITE HAND TOWEL WITH BUTTERFLY,2,Hàng ngách - khách quen mua lại
84918,CREAM CUSHION COVER WITH FLOWERS,2,Hàng ngách - khách quen mua lại
84919,BLUE CUSHION COVER WITH FLOWER,0,Hàng giá trị cao - ổn định
84920,PINK FLOWER FABRIC PONY,0,Hàng giá trị cao - ổn định
84921,CREAM AND PINK FLOWERS PONY ,4,Hàng bán chậm - ít khách
84922,PINK BUTTERFLY WASHBAG,1,Hàng giá rẻ - số lượng lớn
84923,PINK BUTTERFLY HANDBAG W BOBBLES,2,Hàng ngách - khách quen mua lại
84924A,WAKE UP COCKEREL CALENDAR SIGN ,0,Hàng giá trị cao - ổn định
84924D,LA PALMIERA METAL SIGN CALENDAR,1,Hàng giá rẻ - số lượng lớn
84924F,PSYCHEDELIC METAL SIGN CALENDAR,1,Hàng giá rẻ - số lượng lớn
84925A,WAKE UP COCKEREL WALL THERMOMETER,1,Hàng giá rẻ - số lượng lớn
84925C,FAIRY CAKES  WALL THERMOMETER,4,Hàng bán chậm - ít khách
84925D,LA PALMIERA WALL THERMOMETER,1,Hàng giá rẻ - số lượng lớn
84925F,PSYCHEDELIC WALL THERMOMETER,1,Hàng giá rẻ - số lượng lớn
84926A,WAKE UP COCKEREL TILE COASTER,1,Hàng giá rẻ - số lượng lớn
